lat,lon,population,coastal_exposure,region_id,inform_risk
-36.75,43.5,800.0,0.0,R_5_22,0.5
-36.0,50.25,800.0,0.0,R_5_23,0.5
-35.25,49.5,800.0,0.0,R_5_22,0.5
-34.5,39.75,800.0,0.014285714285714235,R_5_21,0.5
-34.5,48.75,800.0,0.014285714285714235,R_5_22,0.5
-33.75,40.5,800.0,0.0357142857142857,R_5_22,0.5
-33.0,40.5,800.0,0.05714285714285716,R_5_22,0.5
-33.0,42.75,800.0,0.05714285714285716,R_5_22,0.5
-33.0,45.75,800.0,0.05714285714285716,R_5_22,0.5
-33.0,48.75,800.0,0.05714285714285716,R_5_22,0.5
-32.25,42.0,1775.3111553085519,0.07857142857142863,R_5_22,0.5
-32.25,42.75,800.0,0.07857142857142863,R_5_22,0.5
-32.25,45.0,800.0,0.07857142857142863,R_5_22,0.5
-32.25,46.5,800.0,0.07857142857142863,R_5_22,0.5
-32.25,48.0,800.0,0.07857142857142863,R_5_22,0.5
-32.25,49.5,800.0,0.07857142857142863,R_5_22,0.5
-31.5,39.75,800.0,0.09999999999999998,R_5_21,0.5
-31.5,41.25,1775.3111553085519,0.09999999999999998,R_5_22,0.5
-31.5,42.0,800.0,0.09999999999999998,R_5_22,0.5
-31.5,45.0,1775.3111553085519,0.09999999999999998,R_5_22,0.5
-31.5,48.0,800.0,0.09999999999999998,R_5_22,0.5
-30.75,40.5,2829.9543496352794,0.12142857142857144,R_5_22,0.5
-30.75,41.25,2829.9543496352794,0.12142857142857144,R_5_22,0.5
-30.75,42.0,800.0,0.12142857142857144,R_5_22,0.5
-30.75,44.25,800.0,0.12142857142857144,R_5_22,0.5
-30.75,45.0,1775.3111553085519,0.12142857142857144,R_5_22,0.5
-30.0,39.0,800.0,0.1428571428571429,R_6_21,0.5
-30.0,42.0,800.0,0.1428571428571429,R_6_22,0.5
-30.0,42.75,1775.3111553085519,0.1428571428571429,R_6_22,0.5
-30.0,44.25,2829.9543496352794,0.1428571428571429,R_6_22,0.5
-30.0,45.0,1775.3111553085519,0.1428571428571429,R_6_22,0.5
-30.0,47.25,800.0,0.1428571428571429,R_6_22,0.5
-29.25,37.5,800.0,0.16428571428571426,R_6_21,0.5
-29.25,39.75,2829.9543496352794,0.16428571428571426,R_6_21,0.5
-29.25,40.5,1775.3111553085519,0.16428571428571426,R_6_22,0.5
-29.25,41.25,5092.200462185693,0.16428571428571426,R_6_22,0.5
-29.25,42.0,1775.3111553085519,0.16428571428571426,R_6_22,0.5
-29.25,42.75,2829.9543496352794,0.16428571428571426,R_6_22,0.5
-29.25,43.5,1775.3111553085519,0.16428571428571426,R_6_22,0.5
-29.25,44.25,2829.9543496352794,0.16428571428571426,R_6_22,0.5
-29.25,45.75,3939.6621227037313,0.16428571428571426,R_6_22,0.5
-29.25,49.5,800.0,0.16428571428571426,R_6_22,0.5
-28.5,36.75,800.0,0.18571428571428572,R_6_21,0.5
-28.5,37.5,1775.3111553085519,0.18571428571428572,R_6_21,0.5
-28.5,38.25,2829.9543496352794,0.18571428571428572,R_6_21,0.5
-28.5,39.0,2829.9543496352794,0.18571428571428572,R_6_21,0.5
-28.5,39.75,1775.3111553085519,0.18571428571428572,R_6_21,0.5
-28.5,40.5,1775.3111553085519,0.18571428571428572,R_6_22,0.5
-28.5,42.0,800.0,0.18571428571428572,R_6_22,0.5
-28.5,42.75,1775.3111553085519,0.18571428571428572,R_6_22,0.5
-28.5,43.5,800.0,0.18571428571428572,R_6_22,0.5
-28.5,44.25,800.0,0.18571428571428572,R_6_22,0.5
-28.5,45.0,2829.9543496352794,0.18571428571428572,R_6_22,0.5
-28.5,45.75,2829.9543496352794,0.18571428571428572,R_6_22,0.5
-28.5,46.5,800.0,0.18571428571428572,R_6_22,0.5
-27.75,36.0,800.0,0.20714285714285718,R_6_21,0.5
-27.75,36.75,1775.3111553085519,0.20714285714285718,R_6_21,0.5
-27.75,37.5,2829.9543496352794,0.20714285714285718,R_6_21,0.5
-27.75,38.25,10010.802026274545,0.20714285714285718,R_6_21,0.5
-27.75,39.75,7498.125980847378,0.20714285714285718,R_6_21,0.5
-27.75,40.5,3939.6621227037313,0.20714285714285718,R_6_22,0.5
-27.75,41.25,2829.9543496352794,0.20714285714285718,R_6_22,0.5
-27.75,42.0,2829.9543496352794,0.20714285714285718,R_6_22,0.5
-27.75,42.75,7498.125980847378,0.20714285714285718,R_6_22,0.5
-27.75,43.5,2829.9543496352794,0.20714285714285718,R_6_22,0.5
-27.75,44.25,7498.125980847378,0.20714285714285718,R_6_22,0.5
-27.75,45.0,2829.9543496352794,0.20714285714285718,R_6_22,0.5
-27.75,45.75,1775.3111553085519,0.20714285714285718,R_6_22,0.5
-27.0,36.0,2829.9543496352794,0.22857142857142854,R_6_21,0.5
-27.0,36.75,3939.6621227037313,0.22857142857142854,R_6_21,0.5
-27.0,37.5,6280.061907401837,0.22857142857142854,R_6_21,0.5
-27.0,38.25,22215.36063853832,0.22857142857142854,R_6_21,0.5
-27.0,39.0,18013.36855897148,0.22857142857142854,R_6_21,0.5
-27.0,39.75,3939.6621227037313,0.22857142857142854,R_6_21,0.5
-27.0,40.5,2829.9543496352794,0.22857142857142854,R_6_22,0.5
-27.0,41.25,5092.200462185693,0.22857142857142854,R_6_22,0.5
-27.0,42.0,8742.657643228129,0.22857142857142854,R_6_22,0.5
-27.0,42.75,7498.125980847378,0.22857142857142854,R_6_22,0.5
-27.0,43.5,7498.125980847378,0.22857142857142854,R_6_22,0.5
-27.0,44.25,1775.3111553085519,0.22857142857142854,R_6_22,0.5
-27.0,45.0,800.0,0.22857142857142854,R_6_22,0.5
-27.0,46.5,800.0,0.22857142857142854,R_6_22,0.5
-27.0,47.25,1775.3111553085519,0.22857142857142854,R_6_22,0.5
-27.0,48.0,800.0,0.22857142857142854,R_6_22,0.5
-26.25,34.5,1775.3111553085519,0.25,R_6_21,0.5
-26.25,35.25,1775.3111553085519,0.25,R_6_21,0.5
-26.25,36.0,16639.383372134034,0.25,R_6_21,0.5
-26.25,36.75,46162.65103543905,0.25,R_6_21,0.5
-26.25,37.5,65352.39280647902,0.25,R_6_21,0.5
-26.25,38.25,41510.30600366426,0.25,R_6_21,0.5
-26.25,39.0,23640.49838820857,0.25,R_6_21,0.5
-26.25,39.75,25076.936602609265,0.25,R_6_21,0.5
-26.25,40.5,13936.329950298477,0.25,R_6_22,0.5
-26.25,41.25,22215.36063853832,0.25,R_6_22,0.5
-26.25,42.0,7498.125980847378,0.25,R_6_22,0.5
-26.25,42.75,7498.125980847378,0.25,R_6_22,0.5
-26.25,43.5,3939.6621227037313,0.25,R_6_22,0.5
-26.25,44.25,3939.6621227037313,0.25,R_6_22,0.5
-26.25,45.0,1775.3111553085519,0.25,R_6_22,0.5
-26.25,45.75,800.0,0.25,R_6_22,0.5
-25.5,34.5,1775.3111553085519,0.27142857142857146,R_6_21,0.5
-25.5,35.25,11300.300356982032,0.27142857142857146,R_6_21,0.5
-25.5,36.0,49298.97195099949,0.27142857142857146,R_6_21,0.5
-25.5,36.75,81941.93552042844,0.27142857142857146,R_6_21,0.5
-25.5,37.5,66988.85020236233,0.27142857142857146,R_6_21,0.5
-25.5,38.25,55649.206614471965,0.27142857142857146,R_6_21,0.5
-25.5,39.0,35412.640921991646,0.27142857142857146,R_6_21,0.5
-25.5,39.75,19401.17205133309,0.27142857142857146,R_6_21,0.5
-25.5,40.5,8742.657643228129,0.27142857142857146,R_6_22,0.5
-25.5,41.25,12609.317343684424,0.27142857142857146,R_6_22,0.5
-25.5,42.0,8742.657643228129,0.27142857142857146,R_6_22,0.5
-25.5,42.75,3939.6621227037313,0.27142857142857146,R_6_22,0.5
-25.5,43.5,1775.3111553085519,0.27142857142857146,R_6_22,0.5
-25.5,44.25,800.0,0.27142857142857146,R_6_22,0.5
-25.5,45.0,800.0,0.27142857142857146,R_6_22,0.5
-24.75,33.75,800.0,0.2928571428571428,R_6_21,0.5
-24.75,34.5,6280.061907401837,0.2928571428571428,R_6_21,0.5
-24.75,35.25,55649.206614471965,0.2928571428571428,R_6_21,0.5
-24.75,36.0,146840.33878720138,0.2928571428571428,R_6_21,0.5
-24.75,36.75,92117.13663572088,0.2928571428571428,R_6_21,0.5
-24.75,37.5,46162.65103543905,0.2928571428571428,R_6_21,0.5
-24.75,38.25,35412.640921991646,0.2928571428571428,R_6_21,0.5
-24.75,39.0,36925.103647506476,0.2928571428571428,R_6_21,0.5
-24.75,39.75,11300.300356982032,0.2928571428571428,R_6_21,0.5
-24.75,40.5,11300.300356982032,0.2928571428571428,R_6_22,0.5
-24.75,41.25,19401.17205133309,0.2928571428571428,R_6_22,0.5
-24.75,42.0,10010.802026274545,0.2928571428571428,R_6_22,0.5
-24.75,42.75,2829.9543496352794,0.2928571428571428,R_6_22,0.5
-24.75,43.5,1775.3111553085519,0.2928571428571428,R_6_22,0.5
-24.75,44.25,2829.9543496352794,0.2928571428571428,R_6_22,0.5
-24.75,60.0,800.0,0.2928571428571428,R_6_24,0.5
-24.75,60.75,800.0,0.2928571428571428,R_6_24,0.5
-24.75,61.5,800.0,0.2928571428571428,R_6_24,0.5
-24.75,62.25,800.0,0.2928571428571428,R_6_24,0.5
-24.0,34.5,11300.300356982032,0.3142857142857143,R_6_21,0.5
-24.0,35.25,148657.56630693423,0.3142857142857143,R_6_21,0.5
-24.0,36.0,210118.48756744238,0.3142857142857143,R_6_21,0.5
-24.0,36.75,87010.12656478882,0.3142857142857143,R_6_21,0.5
-24.0,37.5,36925.103647506476,0.3142857142857143,R_6_21,0.5
-24.0,38.25,30926.652531031952,0.3142857142857143,R_6_21,0.5
-24.0,39.0,23640.49838820857,0.3142857142857143,R_6_21,0.5
-24.0,39.75,23640.49838820857,0.3142857142857143,R_6_21,0.5
-24.0,40.5,20802.055300515887,0.3142857142857143,R_6_22,0.5
-24.0,41.25,18013.36855897148,0.3142857142857143,R_6_22,0.5
-24.0,42.0,2829.9543496352794,0.3142857142857143,R_6_22,0.5
-24.0,43.5,1775.3111553085519,0.3142857142857143,R_6_22,0.5
-24.0,59.25,800.0,0.3142857142857143,R_6_23,0.5
-24.0,61.5,800.0,0.3142857142857143,R_6_24,0.5
-23.25,33.75,3939.6621227037313,0.33571428571428574,R_6_21,0.5
-23.25,34.5,38445.69219638814,0.33571428571428574,R_6_21,0.5
-23.25,35.25,111150.46300698578,0.33571428571428574,R_6_21,0.5
-23.25,36.0,252495.82161600492,0.33571428571428574,R_6_21,0.5
-23.25,36.75,60475.39461501294,0.33571428571428574,R_6_21,0.5
-23.25,37.5,26524.192792015412,0.33571428571428574,R_6_21,0.5
-23.25,38.25,20802.055300515887,0.33571428571428574,R_6_21,0.5
-23.25,39.0,22215.36063853832,0.33571428571428574,R_6_21,0.5
-23.25,39.75,13936.329950298477,0.33571428571428574,R_6_21,0.5
-23.25,40.5,15280.05234980031,0.33571428571428574,R_6_22,0.5
-23.25,41.25,6280.061907401837,0.33571428571428574,R_6_22,0.5
-23.25,43.5,800.0,0.33571428571428574,R_6_22,0.5
-23.25,58.5,800.0,0.33571428571428574,R_6_23,0.5
-23.25,59.25,800.0,0.33571428571428574,R_6_23,0.5
-23.25,60.0,800.0,0.33571428571428574,R_6_24,0.5
-23.25,61.5,800.0,0.33571428571428574,R_6_24,0.5
-23.25,62.25,800.0,0.33571428571428574,R_6_24,0.5
-22.5,33.0,1775.3111553085519,0.3571428571428571,R_6_21,0.5
-22.5,33.75,6280.061907401837,0.3571428571428571,R_6_21,0.5
-22.5,34.5,18013.36855897148,0.3571428571428571,R_6_21,0.5
-22.5,35.25,85316.3327872585,0.3571428571428571,R_6_21,0.5
-22.5,36.0,221574.29395600903,0.3571428571428571,R_6_21,0.5
-22.5,36.75,139600.98886700955,0.3571428571428571,R_6_21,0.5
-22.5,37.5,23640.49838820857,0.3571428571428571,R_6_21,0.5
-22.5,38.25,25076.936602609265,0.3571428571428571,R_6_21,0.5
-22.5,39.0,20802.055300515887,0.3571428571428571,R_6_21,0.5
-22.5,39.75,8742.657643228129,0.3571428571428571,R_6_21,0.5
-22.5,40.5,1775.3111553085519,0.3571428571428571,R_6_22,0.5
-22.5,41.25,800.0,0.3571428571428571,R_6_22,0.5
-22.5,60.0,800.0,0.3571428571428571,R_6_24,0.5
-22.5,60.75,1775.3111553085519,0.3571428571428571,R_6_24,0.5
-22.5,61.5,800.0,0.3571428571428571,R_6_24,0.5
-22.5,62.25,800.0,0.3571428571428571,R_6_24,0.5
-22.5,63.0,800.0,0.3571428571428571,R_6_24,0.5
-22.5,63.75,800.0,0.3571428571428571,R_6_24,0.5
-22.5,65.25,800.0,0.3571428571428571,R_6_24,0.5
-22.5,66.0,1775.3111553085519,0.3571428571428571,R_6_24,0.5
-21.75,33.75,10010.802026274545,0.37857142857142856,R_6_21,0.5
-21.75,34.5,16639.383372134034,0.37857142857142856,R_6_21,0.5
-21.75,35.25,27981.827176335697,0.37857142857142856,R_6_21,0.5
-21.75,36.0,105913.84462258234,0.37857142857142856,R_6_21,0.5
-21.75,36.75,358297.73425636336,0.37857142857142856,R_6_21,0.5
-21.75,37.5,105913.84462258234,0.37857142857142856,R_6_21,0.5
-21.75,38.25,46162.65103543905,0.37857142857142856,R_6_21,0.5
-21.75,39.0,20802.055300515887,0.37857142857142856,R_6_21,0.5
-21.75,39.75,8742.657643228129,0.37857142857142856,R_6_21,0.5
-21.75,40.5,3939.6621227037313,0.37857142857142856,R_6_22,0.5
-21.75,41.25,800.0,0.37857142857142856,R_6_22,0.5
-21.75,42.0,800.0,0.37857142857142856,R_6_22,0.5
-21.75,60.0,800.0,0.37857142857142856,R_6_24,0.5
-21.75,60.75,800.0,0.37857142857142856,R_6_24,0.5
-21.75,62.25,800.0,0.37857142857142856,R_6_24,0.5
